wall_time,step,mean_reward
1723683518,3184,13.61879158
1723683518,3188,13.61868668
1723683518,3192,13.61932278
1723683518,3200,13.61911964
1723683519,3228,13.61192036
1723683520,3248,13.61721039
1723683520,3256,13.61539936
1723683521,3276,13.61397839
1723683521,3284,13.61293316
1723683522,3300,13.61207008
1723683522,3316,13.61605453
1723683523,3340,13.61713696
1723683524,3344,13.61725712
1723683527,3436,13.6112442
1723683528,3452,13.60795784
1723683533,3584,13.6161871
1723683533,3604,13.61430645
1723683534,3612,13.61465454
1723683535,3636,13.61276817
1723683536,3668,13.6145792
1723683537,3692,13.61410618
1723683537,3708,13.61353779
1723683538,3736,13.61838627
1723683539,3744,13.61900902
1723683540,3768,13.62078857
1723683540,3776,13.62075138
1723683542,3832,13.62201023
1723683542,3836,13.62146664
1723683544,3876,13.61940002
1723683544,3888,13.6181469
1723683545,3924,13.61892033
1723683546,3940,13.61965275
1723683547,3956,13.61881065
1723683548,3992,13.62011623
1723683548,3996,13.619627
1723683549,4020,13.62001133
1723683549,4024,13.61901474
1723683550,4044,13.61853886
1723683552,4092,13.61773205
1723683553,4116,13.61697102
1723683553,4128,13.61508274
1723683554,4164,13.61766434
1723683555,4176,13.619771
1723683556,4208,13.61522579
1723683559,4284,13.61594963
1723683561,4336,13.61696434
1723683562,4360,13.61812782
1723683562,4372,13.61678028
1723683563,4380,13.61600494
1723683563,4396,13.62009907
1723683564,4420,13.62218666
1723683565,4440,13.62340736
1723683566,4480,13.62726021
1723683567,4504,13.62627411
1723683568,4520,13.62468243
1723683568,4524,13.62331104
1723683570,4564,13.62203884
1723683570,4584,13.62009335
1723683576,4732,13.62312698
1723683576,4748,13.6207962
1723683577,4752,13.62154198
1723683577,4756,13.62111568
1723683579,4828,13.62570763
1723683581,4876,13.62611389
1723683581,4880,13.62551689
1723683582,4904,13.62596798
1723683583,4932,13.62302017
1723683587,5036,13.62266445
1723683588,5044,13.62291908
1723683589,5084,13.62568951
1723683591,5128,13.62515259
1723683591,5140,13.62526512
1723683592,5152,13.62695217
1723683595,5232,13.62741566
1723683595,5256,13.6253891
1723683597,5284,13.62498665
1723683597,5308,13.62507439
1723683599,5348,13.62466621
1723683600,5372,13.62127113
1723683600,5384,13.62024975
1723683602,5428,13.62147236
1723683602,5440,13.62256622
1723683603,5452,13.6235075
1723683603,5456,13.62368488
1723683610,5648,13.62948227
1723683611,5660,13.62903309
1723683611,5672,13.62842655
1723683612,5676,13.62853909
1723683615,5764,13.62641621
1723683617,5812,13.6239109
1723683617,5820,13.62526608
1723683618,5836,13.62455559
1723683618,5852,13.62532902
1723683619,5868,13.62458897
1723683623,5968,13.62654495
1723683623,5972,13.6266861
1723683624,6016,13.62534809
1723683626,6048,13.62403965
1723683626,6064,13.62533569
1723683627,6072,13.62466145
1723683628,6112,13.62792397
1723683629,6140,13.62630749
1723683631,6200,13.62719822
1723683632,6216,13.62608719
1723683636,6312,13.62632275
1723683636,6316,13.62640858
1723683638,6380,13.62512207
1723683638,6384,13.62586212
1723683640,6420,13.62633514
1723683641,6444,13.62358761
1723683641,6460,13.62469196
1723683643,6496,13.6264925
1723683644,6524,13.62380314
1723683644,6528,13.6254034
1723683646,6580,13.62314892
1723683648,6616,13.62570858
1723683649,6636,13.62480068
1723683649,6656,13.6246376
1723683650,6668,13.62651539
1723683650,6688,13.6284523
1723683651,6700,13.62824726
1723683653,6748,13.62724113
1723683654,6780,13.62736797
1723683655,6808,13.62843323
1723683656,6836,13.62895203
1723683657,6872,13.62725163
1723683658,6888,13.62586784
1723683658,6892,13.62498856
1723683658,6896,13.62461758
1723683659,6904,13.62480831
1723683659,6916,13.62598133
1723683660,6944,13.62688541
1723683662,6980,13.62902737
1723683663,7020,13.6294136
1723683664,7036,13.62602139
1723683664,7044,13.62665749
1723683664,7056,13.62729454
1723683665,7076,13.62782574
1723683666,7088,13.62835503
1723683666,7092,13.62884617
1723683666,7096,13.62944126
1723683669,7172,13.62788391
1723683670,7208,13.62670898
1723683671,7232,13.62435055
1723683672,7260,13.62493801
1723683672,7264,13.62530708
1723683674,7300,13.62436867
1723683675,7328,13.6245594
1723683677,7376,13.62655163
1723683678,7412,13.62794399
1723683679,7428,13.62739182
1723683680,7468,13.62734985
1723683681,7484,13.62560654
1723683682,7504,13.6258297
1723683683,7520,13.62596703
1723683684,7572,13.62616634
1723683685,7584,13.62738037
1723683686,7608,13.62536621
1723683686,7616,13.62395382
1723683691,7752,13.62641907
1723683692,7776,13.62596798
1723683695,7844,13.62021828
1723683695,7852,13.62152576
1723683696,7860,13.62240601
1723683696,7884,13.62147522
1723683697,7896,13.62259388
1723683697,7904,13.62381649
1723683700,7976,13.62504768
1723683702,8032,13.62380219
1723683702,8040,13.62289715
1723683705,8112,13.62484932
1723683706,8128,13.62356377
1723683707,8160,13.62379837
1723683708,8176,13.62696743
1723683709,8216,13.62483215
1723683710,8228,13.62505054
1723683710,8252,13.62525082
1723683714,8348,13.62844658
1723683716,8396,13.62542248
1723683716,8400,13.62548447
1723683717,8412,13.62631226
1723683717,8416,13.62616825
1723683717,8424,13.62565708
1723683717,8432,13.62539387
1723683718,8448,13.62489986
1723683719,8464,13.62585545
1723683719,8484,13.62711906
1723683720,8492,13.62610722
1723683722,8552,13.62797642
1723683727,8688,13.63030624
1723683728,8704,13.628829
1723683728,8712,13.63062286
1723683729,8732,13.62829208
1723683730,8768,13.6266737
1723683732,8800,13.62323856
1723683732,8816,13.62173557
1723683734,8856,13.62290478
1723683734,8864,13.6235218
1723683735,8872,13.62475014
1723683735,8876,13.62451553
1723683735,8892,13.6270113
1723683736,8904,13.62624836
1723683737,8936,13.62606049
1723683738,8952,13.62658787
1723683740,9008,13.62458229
1723683741,9032,13.62609291
1723683742,9052,13.62716007
1723683742,9056,13.62708759
1723683742,9064,13.62636566
1723683743,9076,13.62775135
1723683743,9084,13.62796211
1723683743,9092,13.62957001
1723683743,9096,13.62994289
1723683744,9124,13.62900734
1723683745,9136,13.62925911
1723683746,9156,13.62945175
1723683749,9232,13.62387943
1723683750,9272,13.62384033
1723683751,9296,13.62527847
1723683752,9320,13.6249094
1723683753,9336,13.62682819
1723683753,9340,13.62661743
1723683754,9384,13.62716007
1723683754,9388,13.62754822
1723683757,9448,13.63259792
1723683758,9488,13.63138008
1723683760,9524,13.63123989
1723683762,9592,13.63081837
1723683765,9664,13.63012505
1723683765,9668,13.63005543
1723683766,9676,13.63035965
1723683767,9716,13.62648487
1723683768,9732,13.6270771
1723683771,9808,13.62723351
1723683773,9852,13.62565708
1723683774,9884,13.62604713
1723683775,9908,13.62407589
1723683775,9912,13.62357712
1723683775,9920,13.624259
1723683775,9928,13.62473297
1723683776,9948,13.62519073
1723683780,10048,13.62532234
1723683780,10052,13.62609959
1723683782,10092,13.6255579
1723683782,10100,13.62765503
1723683783,10120,13.62860012
1723683785,10176,13.62904263
1723683786,10200,13.6271286
1723683787,10228,13.62582779
1723683787,10236,13.62739372
1723683787,10244,13.62772083
1723683789,10296,13.62657356
1723683790,10312,13.62749386
1723683790,10320,13.62672997
1723683792,10372,13.6262331
1723683794,10420,13.62120438
1723683796,10468,13.62218666
1723683796,10472,13.62326527
1723683796,10476,13.62414932
1723683797,10508,13.62586689
1723683798,10532,13.62616444
1723683801,10600,13.62605953
1723683802,10624,13.62703228
1723683802,10628,13.62807465
1723683803,10660,13.62777138
1723683804,10684,13.62757111
1723683805,10708,13.62928772
1723683806,10728,13.62583733
1723683809,10820,13.62325478
1723683810,10828,13.62385559
1723683810,10848,13.62611866
1723683811,10868,13.62684536
1723683813,10920,13.62558842
1723683814,10948,13.62541866
1723683817,11008,13.62441349
1723683818,11056,13.62707424
1723683819,11068,13.62676525
1723683821,11124,13.62246132
1723683821,11128,13.62338352
1723683822,11136,13.62231445
1723683826,11264,13.62270546
1723683826,11268,13.62377548
1723683827,11272,13.6232748
1723683828,11300,13.62458515
1723683829,11344,13.62481499
1723683832,11404,13.62701988
1723683832,11416,13.62690926
1723683833,11424,13.62667179
1723683833,11428,13.62712479
1723683837,11544,13.62764549
1723683839,11592,13.6259594
1723683839,11596,13.62520409
1723683841,11632,13.62713623
1723683842,11668,13.62747574
1723683843,11692,13.62754631
1723683843,11708,13.62782669
1723683846,11776,13.62550068
1723683846,11784,13.62530613
1723683847,11788,13.62641048
1723683847,11792,13.6262579
1723683848,11836,13.63009644
1723683851,11908,13.62657833
1723683854,11976,13.62179089
1723683855,12004,13.62560272
1723683855,12008,13.62717533
1723683859,12100,13.62604237
1723683859,12120,13.62532425
1723683860,12128,13.62583256
1723683860,12136,13.62651253
1723683860,12144,13.62546158
1723683861,12152,13.62659168
1723683861,12168,13.62626076
1723683861,12172,13.6259594
1723683863,12216,13.62844372
1723683863,12228,13.62943935
1723683865,12260,13.63086987
1723683865,12272,13.63189793
1723683866,12308,13.62923241
1723683869,12368,13.62892151
1723683869,12384,13.62853813
1723683870,12392,13.62867832
1723683872,12452,13.62447739
1723683874,12504,13.62884045
1723683877,12596,13.62803936
1723683880,12656,13.62934494
1723683880,12660,13.62907314
1723683881,12688,13.62710667
1723683882,12708,13.62669945
1723683882,12728,13.62637424
1723683883,12744,13.61917973
1723683883,12752,13.61853123
1723683886,12816,13.50525665
1723683888,12860,13.4115839
1723683889,12888,13.38386536
1723683889,12892,13.38764858
1723683890,12920,13.39382076
1723683890,12932,13.39703083
1723683894,13028,13.57286739
1723683895,13040,13.58378315
1723683896,13068,13.63024902
1723683896,13080,13.63067722
1723683896,13084,13.6300087
1723683897,13092,13.6294651
1723683897,13096,13.62883949
1723683900,13176,13.62862968
1723683900,13196,13.62870693
1723683902,13232,13.62697983
1723683902,13240,13.62691498
1723683903,13248,13.62685585
1723683906,13328,13.62679482
1723683907,13360,13.62994576
1723683909,13416,13.62930298
1723683909,13420,13.62924194
1723683910,13440,13.62841988
1723683911,13460,13.62646008
1723683912,13488,13.62518692
1723683916,13604,13.62880993
1723683917,13612,13.63006973
1723683917,13620,13.63129807
1723683918,13652,13.62953758
1723683921,13720,13.62618732
1723683922,13740,13.62536716
1723683925,13828,13.63062382
1723683925,13840,13.63010311
1723683926,13860,13.6298399
1723683927,13888,13.62500381
1723683928,13904,13.62630844
1723683928,13912,13.62574959
1723683929,13936,13.62639141
1723683929,13940,13.62614536
1723683930,13964,13.62633896
1723683931,13992,13.62845516
1723683932,14016,13.62877369
1723683933,14028,13.62844849
1723683935,14096,13.63103199
1723683935,14104,13.63172054
1723683937,14144,13.62840843
1723683937,14156,13.62835026
1723683938,14164,13.62964916
1723683939,14184,13.62809563
1723683941,14248,13.62862206
1723683941,14256,13.62855339
1723683942,14280,13.62823391
1723683943,14296,13.6291008
1723683943,14304,13.62956524
1723683945,14360,13.62547779
1723683948,14428,13.62727356
1723683950,14476,13.63072968
1723683951,14504,13.6325016
1723683951,14508,13.63251114
1723683954,14580,13.6305418
1723683954,14588,13.62995815
1723683954,14596,13.63000584
1723683955,14608,13.62740898
1723683955,14620,13.62719727
1723683958,14688,13.62459183
1723683960,14732,13.62797737
1723683960,14736,13.62825489
1723683961,14760,13.628088
1723683962,14788,13.62472534
1723683967,14908,13.62621117
1723683967,14916,13.62516212
1723683971,15012,13.62653065
1723683971,15028,13.62536526
1723683971,15032,13.62574196
1723683972,15036,13.62492466
1723683972,15060,13.62317085
1723683973,15072,13.62353325
1723683973,15080,13.62502956
1723683975,15116,13.62425327
1723683976,15144,13.62519264
1723683978,15196,13.62523746
1723683979,15228,13.62602234
1723683981,15280,13.62667084
1723683981,15288,13.62784004
1723683982,15300,13.62781525
1723683984,15348,13.6251297
1723683984,15364,13.62498093
1723683985,15384,13.62368107
1723683985,15392,13.62400818
1723683987,15432,13.62676811
1723683987,15440,13.62586212
1723683987,15448,13.62740326
1723683989,15500,13.62580395
1723683992,15564,13.62433815
1723683992,15584,13.62528801
1723683994,15612,13.62681961
1723683997,15712,13.62503242
1723683998,15716,13.62574005
1723683998,15720,13.62594986
1723683999,15748,13.62597656
1723684000,15788,13.62682629
1723684002,15820,13.62697411
1723684003,15848,13.6280899
1723684003,15864,13.62757874
1723684005,15908,13.62698174
1723684006,15932,13.62515926
1723684007,15956,13.6262989
1723684010,16044,13.62729931
1723684012,16088,13.62806988
1723684012,16108,13.62691784
1723684014,16144,13.62943077
1723684014,16148,13.62907219
1723684016,16192,13.62943268
1723684016,16196,13.62906837
1723684017,16240,13.62971687
1723684018,16252,13.62928295
1723684019,16280,13.62857246
1723684019,16292,13.62858963
1723684020,16296,13.62849522
1723684020,16300,13.62980747
1723684027,16480,13.63269234
1723684028,16500,13.63106441
1723684028,16504,13.63143158
1723684029,16544,13.62902737
1723684038,16776,13.62850189
1723684041,16836,13.62982845
1723684042,16880,13.63130569
1723684043,16884,13.63146114
1723684043,16892,13.63092995
1723684043,16900,13.63195992
1723684044,16912,13.63186646
1723684044,16916,13.63148689
1723684044,16924,13.6306324
1723684048,17016,13.62589455
1723684048,17036,13.62416363
1723684049,17048,13.62382984
1723684050,17080,13.62472439
1723684052,17124,13.62757015
1723684053,17160,13.62912941
1723684054,17172,13.62967014
1723684054,17176,13.62931347
1723684055,17212,13.62733746
1723684056,17236,13.62915516
1723684058,17300,13.62820244
1723684059,17324,13.62602043
1723684060,17340,13.6258688
1723684061,17376,13.62487888
1723684062,17384,13.62481213
1723684063,17420,13.62806988
1723684064,17436,13.62740421
1723684064,17460,13.62996483
1723684065,17480,13.63108349
1723684068,17568,13.62641811
1723684069,17584,13.62715244
1723684070,17620,13.62843609
1723684073,17680,13.63006401
1723684074,17708,13.63130569
1723684075,17732,13.63028526
1723684075,17748,13.6306324
1723684075,17752,13.63086987
1723684078,17828,13.62673759
1723684078,17832,13.62591171
1723684079,17840,13.62612343
1723684080,17864,13.62673187
1723684080,17876,13.62773705
1723684084,17984,13.62934494
1723684085,18008,13.62742233
1723684086,18024,13.626441
1723684086,18036,13.62535
1723684088,18068,13.62792778
1723684088,18076,13.62754536
1723684090,18144,13.62759399
1723684091,18148,13.62788677
1723684093,18224,13.63133812
1723684094,18228,13.63070393
1723684094,18240,13.63054085
1723684095,18268,13.62822723
1723684096,18276,13.62702179
1723684097,18308,13.62575245
1723684097,18316,13.62598515
1723684097,18320,13.62570095
1723684100,18380,13.63096428
1723684101,18420,13.63167667
1723684102,18432,13.62990284
1723684103,18476,13.62753487
1723684104,18488,13.62961006
1723684104,18496,13.62932682
1723684104,18504,13.63104916
1723684106,18552,13.63284588
1723684109,18620,13.62892342
1723684111,18680,13.62900925
1723684112,18704,13.63042831
1723684113,18732,13.63020992
1723684114,18764,13.62794781
1723684115,18780,13.62640953
1723684116,18808,13.62775612
1723684116,18812,13.62748718
1723684116,18816,13.62726021
1723684118,18856,13.62448025
1723684121,18940,13.62552643
1723684122,18960,13.62620068
1723684122,18980,13.62748432
1723684125,19044,13.62833691
1723684126,19064,13.63065529
1723684127,19088,13.62681389
1723684127,19104,13.62486458
1723684127,19108,13.62521935
1723684129,19140,13.627244
1723684129,19152,13.62573814
1723684129,19156,13.62590981
1723684130,19164,13.62481594
1723684130,19176,13.62513924
1723684131,19212,13.62578869
1723684132,19224,13.62532806
1723684132,19228,13.62622833
1723684133,19244,13.62435532
1723684133,19256,13.62651634
1723684133,19260,13.62765789
1723684134,19284,13.62785912
1723684135,19308,13.63054276
1723684135,19316,13.63049126
1723684136,19328,13.63039684
1723684139,19408,13.63278866
1723684141,19468,13.63172245
1723684143,19516,13.6284256
1723684146,19592,13.62833309
1723684146,19600,13.62850094
1723684149,19664,13.62797356
1723684149,19676,13.62801266
1723684149,19684,13.62778854
1723684150,19688,13.62692356
1723684152,19764,13.6244173
1723684156,19860,13.62758255
1723684156,19872,13.63050175
1723684158,19924,13.62989426
1723684160,19956,13.62838173
1723684161,19988,13.62820625
1723684161,19992,13.62768078
1723684162,20004,13.62812138
1723684162,20012,13.62844467
1723684162,20016,13.62822342
1723684164,20072,13.62900162
1723684165,20104,13.62798214
1723684169,20192,13.63175583
1723684170,20216,13.63111115
1723684170,20228,13.63007355
1723684171,20256,13.62787437
1723684173,20308,13.62661457
1723684174,20316,13.62674332
1723684174,20320,13.62663364
1723684175,20348,13.62924671
1723684178,20420,13.63020134
1723684180,20484,13.62569809
1723684181,20512,13.62674999
1723684182,20532,13.62922668
1723684182,20536,13.6293478
1723684183,20560,13.62987041
1723684185,20612,13.62709332
1723684185,20620,13.62539482
1723684186,20644,13.62658119
1723684190,20748,13.63012695
1723684191,20768,13.63136196
1723684193,20820,13.62906647
1723684194,20836,13.62816334
1723684197,20908,13.62756252
1723684198,20940,13.62731743
1723684202,21032,13.6303215
1723684202,21044,13.6306057
1723684202,21048,13.63127422
1723684203,21064,13.63001728
1723684203,21068,13.62931633
1723684203,21084,13.62871838
1723684206,21156,13.62190628
1723684207,21172,13.62444878
1723684210,21264,13.6262188
1723684212,21316,13.62777424
1723684215,21380,13.62590218
1723684216,21424,13.62421799
1723684219,21488,13.62618828
1723684219,21500,13.62504578
1723684221,21544,13.6266222
1723684221,21548,13.62650108
1723684222,21560,13.62610912
1723684224,21628,13.62891483
1723684225,21644,13.62874508
1723684228,21724,13.62980652
1723684229,21732,13.62936306
1723684231,21788,13.62848282
1723684231,21808,13.62526131
1723684234,21864,13.62258911
1723684234,21868,13.62394905
1723684234,21876,13.62483692
1723684235,21896,13.62448788
1723684239,22008,13.63050079
1723684240,22044,13.62912846
1723684241,22072,13.63132858
1723684242,22088,13.63249588
1723684243,22112,13.63088989
1723684244,22136,13.63240242
1723684245,22156,13.62965393
1723684245,22168,13.62882137
1723684245,22176,13.62846851
1723684248,22236,13.62547684
1723684249,22272,13.62614822
1723684250,22304,13.62756348
1723684253,22372,13.62521076
1723684254,22392,13.62322521
1723684254,22400,13.62452412
1723684255,22412,13.62484932
1723684256,22448,13.6266861
1723684257,22456,13.62675571
1723684258,22480,13.62776184
1723684259,22528,13.63009357
1723684260,22548,13.6305666
1723684262,22588,13.62913227
1723684263,22628,13.62739086
1723684264,22636,13.62635612
1723684266,22696,13.62725258
1723684268,22740,13.62602806
1723684268,22748,13.62683392
1723684269,22764,13.62707424
1723684271,22812,13.62795067
1723684271,22824,13.62789631
1723684276,22960,13.63158035
1723684277,22988,13.62786007
1723684278,23000,13.62616825
1723684278,23016,13.62463856
1723684281,23072,13.62540627
1723684282,23116,13.63032913
1723684283,23144,13.62845135
1723684284,23172,13.62695408
1723684286,23212,13.62806225
1723684286,23224,13.62799644
1723684287,23244,13.6278019
1723684288,23264,13.62809467
1723684289,23288,13.62763309
1723684290,23336,13.62876892
1723684290,23340,13.62938309
1723684293,23408,13.62829399
1723684293,23420,13.62734699
1723684294,23448,13.62656879
1723684296,23496,13.62527084
1723684299,23556,13.62778187
1723684299,23564,13.62940216
1723684300,23592,13.62918377
1723684301,23632,13.62940979
1723684303,23664,13.62827682
1723684303,23672,13.62747478
1723684303,23680,13.6278162
1723684304,23700,13.63014317
1723684305,23736,13.62840557
1723684307,23776,13.63006401
1723684307,23780,13.62935829
1723684309,23820,13.62599754
1723684309,23836,13.62639141
1723684309,23840,13.62611866
1723684312,23916,13.62502193
1723684313,23936,13.62697315
1723684313,23944,13.62788773
1723684313,23948,13.62886429
1723684314,23960,13.62996197
1723684315,23996,13.63158035
1723684318,24068,13.62825203
1723684321,24148,13.62804699
1723684322,24168,13.62630653
1723684323,24204,13.6242466
1723684324,24228,13.62610722
1723684324,24232,13.62732315
1723684325,24236,13.62690544
1723684325,24248,13.62744236
1723684325,24260,13.62929344
1723684328,24316,13.62671757
1723684329,24348,13.62723541
1723684332,24416,13.62807465
1723684332,24420,13.62825012
1723684332,24436,13.62741375
1723684333,24456,13.62939453
1723684334,24484,13.62798405
1723684336,24520,13.62731171
1723684336,24528,13.62761402
1723684338,24568,13.6253252
1723684339,24592,13.62135029
1723684339,24600,13.62080383
1723684340,24624,13.62406349
1723684340,24632,13.62380886
1723684341,24640,13.62471199
1723684342,24688,13.62867165
1723684343,24696,13.62947178
1723684343,24704,13.62919235
1723684346,24796,13.62888908
1723684347,24812,13.62892056
1723684348,24832,13.62880898
1723684348,24844,13.62792778
1723684351,24908,13.63008118
1723684352,24948,13.63146877
1723684352,24952,13.63071346
1723684353,24960,13.63003635
1723684354,24984,13.63188553
1723684355,25008,13.63035488
1723684356,25036,13.6278286
1723684356,25056,13.62975121
1723684358,25084,13.62880898
1723684358,25108,13.62752724
1723684360,25160,13.62802315
1723684361,25188,13.62809181
1723684364,25264,13.62671757
1723684368,25344,13.63174152
1723684368,25356,13.63256931
1723684369,25372,13.63313103
1723684369,25376,13.6323061
1723684370,25404,13.62990189
1723684373,25472,13.62335491
1723684374,25516,13.62290478
1723684376,25560,13.62548351
1723684377,25588,13.62582493
1723684378,25612,13.62637997
1723684381,25708,13.62680054
1723684385,25800,13.6302433
1723684386,25836,13.62571049
1723684389,25896,13.62431622
1723684389,25900,13.62444496
1723684390,25928,13.62617588
1723684390,25944,13.62740231
1723684392,25996,13.62431335
1723684392,26000,13.62442493
1723684394,26040,13.62425804
1723684395,26056,13.6256628
1723684396,26088,13.62485313
1723684396,26092,13.62431908
1723684396,26108,13.62294483
1723684398,26144,13.62395382
1723684398,26148,13.62245369
1723684400,26188,13.6258688
1723684400,26192,13.62576675
1723684400,26196,13.62573338
1723684401,26228,13.62599277
1723684402,26244,13.6250782
1723684404,26308,13.62513828
1723684405,26340,13.62679386
1723684408,26404,13.62834549
1723684408,26420,13.6285305
1723684409,26428,13.62776089
1723684409,26432,13.62787914
1723684409,26444,13.62683296
1723684411,26480,13.62562943
1723684411,26484,13.62482738
1723684412,26520,13.62582111
1723684413,26532,13.62619495
1723684414,26572,13.63019085
1723684415,26592,13.63241863
1723684419,26704,13.62774086
1723684421,26736,13.62862587
1723684422,26772,13.62771225
1723684423,26780,13.62766361
1723684423,26796,13.62644768
1723684424,26820,13.62815952
1723684425,26832,13.62751198
1723684426,26860,13.63009071
1723684426,26872,13.62897205
1723684427,26892,13.628438
1723684427,26904,13.62891483
1723684427,26908,13.62869263
1723684428,26936,13.63103867
1723684429,26952,13.63050365
1723684430,26968,13.63107395
1723684431,27008,13.62992859
1723684431,27012,13.62969112
1723684433,27060,13.62532997
1723684434,27076,13.62305641
1723684435,27104,13.62341213
1723684436,27120,13.62385464
1723684437,27164,13.62747669
1723684439,27212,13.63139153
1723684442,27276,13.62472439
1723684445,27360,13.62417316
1723684446,27376,13.62541771
1723684448,27436,13.62414265
1723684449,27468,13.62540245
1723684450,27492,13.62924862
1723684450,27508,13.62818432
1723684451,27524,13.62774944
1723684452,27556,13.62638378
1723684453,27580,13.62585068
1723684453,27584,13.62576866
1723684453,27588,13.62572289
1723684456,27652,13.62903023
1723684457,27680,13.62868404
1723684457,27688,13.6287899
1723684458,27712,13.62751961
1723684459,27744,13.62666607
1723684460,27756,13.62591839
1723684460,27772,13.62664127
1723684462,27812,13.62569046
1723684463,27844,13.62535286
1723684464,27856,13.62630558
1723684466,27912,13.6286869
1723684466,27928,13.62925816
1723684468,27960,13.62903881
1723684468,27972,13.62987137
1723684469,27996,13.62788296
1723684472,28064,13.62905693
1723684472,28068,13.62851715
1723684472,28076,13.62835503
1723684475,28148,13.63034534
1723684475,28164,13.62833595
1723684476,28176,13.62864876
1723684478,28236,13.62829781
1723684478,28248,13.62650967
1723684479,28264,13.62930775
1723684480,28292,13.63075066
1723684482,28344,13.62819386
1723684483,28368,13.62769413
1723684485,28424,13.63118839
1723684487,28472,13.6306963
1723684488,28500,13.62945747
1723684490,28532,13.62901497
1723684491,28564,13.62585449
1723684491,28568,13.62592602
1723684492,28588,13.62601089
1723684492,28604,13.62598515
1723684494,28656,13.63092041
1723684495,28672,13.63173771
1723684497,28728,13.63055801
1723684499,28776,13.62740803
1723684499,28780,13.62726212
1723684500,28808,13.62977219
1723684501,28840,13.62915134
1723684502,28864,13.63030624
1723684503,28888,13.63229656
1723684504,28916,13.62863731
1723684505,28924,13.6282692
1723684506,28960,13.62700748
1723684506,28968,13.6265707
1723684506,28972,13.62629795
1723684509,29048,13.62747574
1723684510,29060,13.62876511
1723684511,29096,13.62673473
1723684513,29148,13.62550831
1723684515,29192,13.62538052
1723684515,29204,13.62415981
1723684517,29244,13.62394238
1723684519,29308,13.62671471
1723684521,29352,13.62526417
1723684522,29364,13.6229496
1723684524,29424,13.62298679
1723684525,29456,13.62470436
1723684525,29464,13.62662697
1723684526,29468,13.62509918
1723684526,29488,13.62650871
1723684527,29492,13.62738228
1723684527,29512,13.62530613
1723684528,29520,13.62590599
1723684528,29536,13.62773132
1723684528,29540,13.62670708
1723684529,29544,13.62664318
1723684531,29604,13.625597
1723684532,29632,13.62398624
1723684532,29636,13.6237793
1723684533,29652,13.62470722
1723684533,29660,13.62582779
1723684534,29696,13.62485886
1723684535,29712,13.62492752
1723684536,29724,13.62614155
1723684540,29828,13.62934303
1723684540,29832,13.6290617
1723684541,29868,13.62836266
1723684541,29880,13.62817574
1723684542,29896,13.6251955
1723684543,29908,13.62339878
1723684544,29948,13.62872601
1723684544,29952,13.62868404
1723684544,29956,13.62755585
1723684544,29960,13.62659836
1723684545,29980,13.62703419
1723684546,30000,13.63075161
