wall_time,step,mean_reward
1723621239,6306,13.41302013
1723621239,6310,13.41447449
1723621241,6374,13.41404438
1723621241,6378,13.41448784
1723621242,6414,13.41311836
1723621243,6438,13.4125433
1723621244,6454,13.41269588
1723621245,6490,13.41345215
1723621246,6518,13.41247463
1723621246,6522,13.41309929
1723621249,6574,13.41340256
1723621250,6610,13.41472054
1723621251,6630,13.41361237
1723621251,6650,13.41340256
1723621252,6662,13.41237736
1723621253,6682,13.4132719
1723621253,6694,13.413311
1723621255,6742,13.41689873
1723621256,6774,13.41689205
1723621257,6802,13.41540909
1723621258,6830,13.41493893
1723621260,6866,13.41282463
1723621260,6882,13.41355515
1723621261,6886,13.41366673
1723621261,6890,13.41430855
1723621261,6898,13.41549778
1723621261,6910,13.41540718
1723621262,6938,13.41629791
1723621264,6974,13.4174509
1723621265,7014,13.41474247
1723621266,7030,13.41352844
1723621266,7038,13.41231441
1723621267,7050,13.41246033
1723621267,7070,13.41266441
1723621268,7082,13.4122057
1723621268,7086,13.41300583
1723621268,7090,13.41269302
1723621271,7166,13.41279125
1723621272,7202,13.41257477
1723621273,7226,13.41345501
1723621274,7254,13.41363907
1723621274,7258,13.41431046
1723621276,7294,13.41377544
1723621277,7322,13.412323
1723621279,7370,13.41391277
1723621280,7406,13.41353512
1723621281,7422,13.41549015
1723621282,7462,13.41651154
1723621283,7478,13.41441536
1723621284,7498,13.4149332
1723621284,7514,13.41365147
1723621286,7566,13.41162205
1723621287,7578,13.41332722
1723621287,7602,13.41490936
1723621288,7610,13.41368866
1723621293,7746,13.41624069
1723621294,7770,13.41440201
1723621296,7838,13.41338444
1723621296,7846,13.41311455
1723621297,7854,13.41305923
1723621298,7878,13.41303635
1723621298,7890,13.41191387
1723621298,7898,13.41134453
1723621301,7970,13.41137981
1723621303,8026,13.41280651
1723621303,8034,13.41433048
1723621306,8106,13.41566563
1723621307,8122,13.41457558
1723621308,8154,13.41229057
1723621309,8170,13.41186047
1723621310,8210,13.41122627
1723621311,8222,13.41133308
1723621311,8246,13.41296864
1723621315,8342,13.41267395
1723621317,8390,13.41167355
1723621317,8394,13.41258526
1723621318,8406,13.41212082
1723621318,8410,13.41243839
1723621318,8418,13.41263485
1723621318,8426,13.4126091
1723621319,8442,13.41361523
1723621320,8458,13.4151125
1723621320,8478,13.41517448
1723621321,8486,13.41558838
1723621323,8546,13.41577244
1723621328,8682,13.41046238
1723621329,8698,13.41012573
1723621329,8706,13.4091301
1723621330,8726,13.40978909
1723621331,8762,13.41080284
1723621332,8794,13.41244507
1723621333,8810,13.41292572
1723621334,8850,13.41333675
1723621335,8858,13.41351032
1723621335,8866,13.4130764
1723621335,8870,13.41362572
1723621336,8886,13.41505337
1723621336,8898,13.41513443
1723621337,8930,13.41447449
1723621338,8946,13.41566277
1723621340,9002,13.41359997
1723621341,9026,13.41422939
1723621342,9046,13.41235828
1723621342,9050,13.41192436
1723621342,9058,13.41175556
1723621343,9070,13.41297245
1723621343,9078,13.41338825
1723621343,9086,13.41376209
1723621344,9090,13.41345024
1723621345,9118,13.414958
1723621345,9130,13.41557121
1723621346,9150,13.41517258
1723621349,9226,13.41120243
1723621350,9266,13.41375351
1723621351,9290,13.41513538
1723621352,9314,13.41530895
1723621353,9330,13.41455841
1723621353,9334,13.41491699
1723621354,9378,13.41394424
1723621355,9382,13.41421127
1723621357,9442,13.41577816
1723621358,9482,13.41547871
1723621360,9518,13.41761875
1723621362,9586,13.41039085
1723621365,9658,13.41013908
1723621365,9662,13.41143799
1723621366,9670,13.41155243
1723621367,9710,13.41328335
1723621368,9726,13.41257668
1723621371,9802,13.41042423
1723621373,9846,13.41094398
1723621374,9878,13.41059875
1723621375,9902,13.41144466
1723621375,9906,13.41210747
1723621375,9914,13.41306019
1723621375,9922,13.4126997
1723621376,9942,13.41206264
1723621380,10042,13.41246319
1723621380,10046,13.41277885
1723621382,10086,13.41416645
1723621382,10094,13.41370392
1723621383,10114,13.41314888
1723621385,10170,13.41510105
1723621386,10194,13.41569805
1723621387,10222,13.41525173
1723621387,10230,13.41526031
1723621387,10238,13.41423512
1723621389,10290,13.41394424
1723621390,10306,13.41437149
1723621390,10314,13.41527748
1723621392,10366,13.41807842
1723621394,10414,13.41609287
1723621396,10462,13.41592598
1723621396,10466,13.41595173
1723621396,10470,13.4156847
1723621397,10502,13.4162941
1723621398,10526,13.41664982
1723621401,10594,13.41597843
1723621402,10618,13.41423702
1723621402,10622,13.41404152
1723621403,10654,13.4139843
1723621404,10678,13.41159916
1723621405,10702,13.41018105
1723621406,10722,13.41063309
1723621409,10814,13.4142952
1723621409,10822,13.4143877
1723621410,10842,13.41463566
1723621411,10862,13.41454029
1723621413,10914,13.4146328
1723621414,10942,13.41305828
1723621416,11002,13.41450977
1723621418,11050,13.41134739
1723621418,11062,13.41088104
1723621420,11118,13.41232204
1723621421,11122,13.41278267
1723621421,11130,13.41294861
1723621426,11258,13.41355324
1723621426,11262,13.41328239
1723621426,11266,13.41333008
1723621427,11294,13.41442108
1723621429,11338,13.41285038
1723621431,11398,13.41447067
1723621431,11410,13.41355133
1723621432,11418,13.41462326
1723621432,11422,13.41487885
1723621436,11538,13.41305923
1723621438,11586,13.41426659
1723621438,11590,13.41410065
1723621439,11626,13.41366482
1723621441,11662,13.41263771
1723621442,11686,13.41200733
1723621442,11702,13.41187859
1723621445,11770,13.41406345
1723621445,11778,13.41455841
1723621445,11782,13.41407967
1723621446,11786,13.41525936
1723621447,11830,13.41400623
1723621450,11902,13.41285419
1723621452,11970,13.41182613
1723621453,11998,13.41219807
1723621454,12002,13.41195393
1723621457,12094,13.41396999
1723621458,12114,13.41286278
1723621458,12122,13.41259003
1723621458,12130,13.41187859
1723621459,12138,13.41049385
1723621459,12146,13.40955639
1723621460,12162,13.41008854
1723621460,12166,13.41031456
1723621461,12210,13.41191387
1723621462,12222,13.41016865
1723621463,12254,13.4114666
1723621463,12266,13.41122818
1723621465,12302,13.41037273
1723621467,12362,13.41182327
1723621468,12378,13.41157436
1723621468,12386,13.41157246
1723621470,12446,13.41315556
1723621472,12498,13.4120636
1723621476,12590,13.41162777
1723621478,12650,13.41312408
1723621478,12654,13.41295719
1723621479,12682,13.4139719
1723621480,12702,13.41276169
1723621480,12722,13.41336441
1723621481,12738,13.41256905
1723621481,12746,13.41257
1723621484,12810,13.41256523
1723621486,12854,13.4126749
1723621486,12882,13.41318703
1723621487,12886,13.41381359
1723621488,12914,13.4137888
1723621488,12926,13.41321564
1723621492,13022,13.41257286
1723621492,13034,13.4117527
1723621493,13062,13.41076565
1723621494,13074,13.41111565
1723621494,13078,13.41225433
1723621494,13086,13.41412544
1723621494,13090,13.41427708
1723621497,13170,13.41557217
1723621498,13190,13.41267014
1723621499,13226,13.41126251
1723621500,13234,13.41170692
1723621500,13242,13.41071606
1723621503,13322,13.4121809
1723621504,13354,13.41170788
1723621506,13410,13.41300297
1723621506,13414,13.41316032
1723621507,13434,13.4133873
1723621508,13454,13.4138546
1723621509,13482,13.41559601
1723621513,13598,13.41336155
1723621514,13606,13.41257381
1723621514,13614,13.41201782
1723621515,13646,13.41320038
1723621518,13714,13.41234684
1723621519,13734,13.41035461
1723621522,13822,13.41580868
1723621522,13834,13.41506863
1723621523,13854,13.41368866
1723621524,13882,13.41169167
1723621525,13898,13.4110384
1723621525,13906,13.41055679
1723621526,13930,13.41093922
1723621526,13934,13.41183281
1723621527,13958,13.4124527
1723621528,13986,13.41451836
1723621529,14010,13.41398144
1723621529,14022,13.41364574
1723621532,14090,13.41448402
1723621532,14098,13.4151659
1723621534,14138,13.41355133
1723621534,14150,13.41307068
1723621534,14158,13.41234207
1723621535,14178,13.4106741
1723621538,14242,13.4109621
1723621538,14250,13.41065979
1723621539,14274,13.41345501
1723621539,14290,13.41455173
1723621540,14298,13.41514015
1723621542,14354,13.41400623
1723621544,14422,13.41528416
1723621546,14470,13.41095066
1723621547,14498,13.41061401
1723621547,14502,13.41057587
1723621550,14574,13.41277409
1723621551,14582,13.41248798
1723621551,14590,13.41205311
1723621551,14602,13.41140366
1723621552,14614,13.41203594
1723621554,14682,13.41034412
1723621556,14726,13.41362
1723621556,14730,13.41362858
1723621557,14754,13.41263676
1723621558,14782,13.413517
1723621563,14902,13.4132843
1723621563,14910,13.4128294
1723621567,15006,13.41279888
1723621568,15022,13.41326141
1723621568,15026,13.41329384
1723621568,15030,13.41374874
1723621569,15054,13.41517639
1723621569,15066,13.413764
1723621570,15074,13.41500568
1723621571,15110,13.41285801
1723621572,15138,13.41184902
1723621574,15190,13.41293526
1723621575,15222,13.41406441
1723621577,15274,13.41471958
1723621578,15282,13.41518211
1723621578,15294,13.41555023
1723621580,15342,13.41707993
1723621580,15358,13.41549873
1723621581,15378,13.4146862
1723621581,15386,13.41432381
1723621583,15426,13.41434288
1723621583,15434,13.41316986
1723621583,15442,13.41312885
1723621585,15494,13.41428566
1723621588,15558,13.40924549
1723621589,15578,13.41061974
1723621590,15606,13.41024494
1723621594,15706,13.41275883
1723621594,15710,13.41377354
1723621594,15714,13.41402054
1723621595,15742,13.41345406
1723621596,15782,13.4125824
1723621598,15814,13.41124249
1723621599,15842,13.41168022
1723621599,15858,13.41231441
1723621601,15902,13.4135313
1723621602,15926,13.41417694
1723621603,15950,13.41530323
1723621606,16038,13.41614056
1723621608,16082,13.41425514
1723621609,16102,13.41424942
1723621610,16138,13.41301918
1723621610,16142,13.41410446
1723621612,16186,13.41271687
1723621612,16190,13.41214657
1723621614,16234,13.41257286
1723621614,16246,13.41219521
1723621615,16274,13.41373253
1723621616,16286,13.41367817
1723621616,16290,13.41430664
1723621616,16294,13.41444302
1723621622,16474,13.41492462
1723621623,16494,13.41286945
1723621623,16498,13.41323662
1723621625,16538,13.41187191
1723621634,16770,13.41236305
1723621636,16830,13.41289711
1723621638,16874,13.41196346
1723621638,16878,13.41132164
1723621638,16886,13.41131783
1723621638,16894,13.4121542
1723621639,16906,13.41218853
1723621639,16910,13.41191673
1723621639,16918,13.41077042
1723621643,17010,13.4145937
1723621643,17030,13.41546154
1723621644,17042,13.41518593
1723621645,17074,13.41495228
1723621647,17118,13.41253185
1723621648,17154,13.41095543
1723621649,17166,13.41098881
1723621649,17170,13.41010284
1723621650,17206,13.41257191
1723621651,17230,13.41299152
1723621653,17294,13.41154957
1723621654,17318,13.41173458
1723621655,17334,13.40973759
1723621656,17370,13.41298389
1723621656,17378,13.41286755
1723621658,17414,13.41294289
1723621658,17430,13.41261673
1723621659,17454,13.41333103
1723621660,17474,13.41186047
1723621663,17562,13.41405106
1723621664,17578,13.41425037
1723621665,17614,13.41235924
1723621667,17674,13.41193295
1723621669,17702,13.41442108
1723621669,17726,13.41630268
1723621670,17742,13.41506767
1723621670,17746,13.41484451
1723621673,17822,13.41226768
1723621673,17826,13.4124651
1723621673,17834,13.41275883
1723621674,17858,13.41392422
1723621675,17870,13.41286087
1723621679,17978,13.41555977
1723621680,18002,13.41466713
1723621680,18018,13.4131918
1723621681,18030,13.41069126
1723621682,18062,13.41102505
1723621682,18070,13.40927887
1723621685,18138,13.41146278
1723621685,18142,13.41088963
1723621688,18218,13.4137888
1723621688,18222,13.41383457
1723621688,18234,13.4127121
1723621689,18262,13.41166878
1723621689,18270,13.41180325
1723621691,18302,13.41322708
1723621691,18310,13.41292095
1723621691,18314,13.41204643
1723621693,18374,13.41350937
1723621695,18414,13.41358757
1723621695,18426,13.41332436
1723621697,18470,13.41320896
1723621697,18482,13.4138298
1723621698,18490,13.41393948
1723621698,18498,13.41354942
1723621700,18546,13.41596889
1723621703,18614,13.41595554
1723621705,18674,13.4185257
1723621706,18698,13.41924286
1723621707,18726,13.41811943
1723621708,18758,13.41602421
1723621709,18774,13.41545773
1723621710,18802,13.41400433
1723621710,18806,13.41423702
1723621710,18810,13.41485977
1723621711,18850,13.41299343
1723621715,18934,13.41600513
1723621715,18954,13.41603088
1723621716,18974,13.41462135
1723621718,19038,13.41414165
1723621719,19058,13.41398811
1723621720,19082,13.41509724
1723621720,19098,13.41687965
1723621721,19102,13.41710091
1723621722,19134,13.41499329
1723621722,19146,13.41447735
1723621723,19150,13.41432762
1723621723,19158,13.41369343
1723621723,19170,13.41216373
1723621725,19206,13.40837193
1723621725,19218,13.4091301
1723621725,19222,13.4086628
1723621726,19238,13.4090414
1723621726,19250,13.41090775
1723621726,19254,13.41101551
1723621727,19278,13.4129982
1723621728,19302,13.4142952
1723621728,19310,13.41343594
1723621729,19322,13.41283035
1723621732,19402,13.40860176
1723621734,19462,13.41365337
1723621736,19510,13.41486073
1723621739,19586,13.41286564
1723621739,19594,13.41150475
1723621741,19658,13.41401386
1723621742,19670,13.41497898
1723621742,19678,13.41576767
1723621742,19682,13.4160471
1723621745,19758,13.4159317
1723621749,19854,13.41379929
1723621750,19866,13.41388226
1723621751,19918,13.4111557
1723621753,19950,13.41299057
1723621754,19982,13.41436768
1723621754,19986,13.41524029
1723621755,19998,13.41430283
1723621755,20006,13.41578674
1723621755,20010,13.41526985
1723621757,20066,13.41269398
1723621758,20098,13.41375828
1723621762,20186,13.41357708
1723621763,20210,13.41506672
1723621763,20222,13.41480827
1723621764,20250,13.41549873
1723621766,20302,13.41604328
1723621766,20310,13.41534138
1723621766,20314,13.41527939
1723621767,20342,13.41476154
1723621770,20414,13.411973
1723621773,20478,13.4116993
1723621774,20506,13.41374397
1723621775,20526,13.41345406
1723621775,20530,13.41329575
1723621776,20554,13.41236687
1723621778,20606,13.41148567
1723621778,20614,13.41246891
1723621779,20638,13.41305161
1723621783,20742,13.41484165
1723621784,20762,13.41506577
1723621786,20814,13.41502285
1723621786,20830,13.41345978
1723621789,20902,13.41396809
1723621790,20934,13.41493797
1723621794,21026,13.41483688
1723621794,21038,13.41472054
1723621794,21042,13.41354656
1723621795,21058,13.41318417
1723621795,21062,13.41358471
1723621796,21078,13.41293621
1723621798,21150,13.41339207
1723621799,21166,13.41497898
1723621802,21258,13.41605759
1723621804,21310,13.4140501
1723621807,21374,13.41722107
1723621808,21418,13.41743755
1723621811,21482,13.41263866
1723621811,21494,13.41129112
1723621813,21538,13.41280079
1723621813,21542,13.41325092
1723621814,21554,13.41380596
1723621816,21622,13.41582298
1723621817,21638,13.41716194
1723621820,21718,13.41715145
1723621820,21726,13.4172802
1723621822,21782,13.41505814
1723621823,21802,13.41413975
1723621825,21858,13.41585636
1723621825,21862,13.41554546
1723621825,21870,13.41494083
1723621826,21890,13.41641521
1723621831,22002,13.41265392
1723621832,22038,13.41391182
1723621833,22066,13.41513062
1723621833,22082,13.41619396
1723621834,22106,13.41862297
1723621835,22130,13.41924191
1723621836,22150,13.41770172
1723621836,22162,13.4174757
1723621837,22170,13.41777992
1723621839,22230,13.41350174
1723621840,22266,13.41159248
1723621842,22298,13.41126537
1723621844,22366,13.41129494
1723621845,22386,13.41107273
1723621845,22394,13.41081142
1723621846,22406,13.40957832
1723621847,22442,13.40926456
1723621847,22450,13.40909863
1723621848,22474,13.41018105
1723621850,22522,13.41649055
1723621851,22542,13.41619587
1723621852,22582,13.416852
1723621854,22622,13.41243362
1723621854,22630,13.41252995
1723621856,22690,13.4093256
1723621858,22734,13.41246796
1723621858,22742,13.41364002
1723621859,22758,13.41264057
1723621861,22806,13.41389561
1723621861,22818,13.41409588
1723621867,22954,13.41528225
1723621868,22982,13.41517735
1723621868,22994,13.41589928
1723621869,23010,13.41446495
1723621871,23066,13.4151125
1723621872,23110,13.41413784
1723621874,23138,13.4144516
1723621875,23166,13.41221333
1723621876,23206,13.41386032
1723621877,23218,13.41252708
1723621877,23238,13.41219807
1723621878,23258,13.41240978
1723621879,23282,13.41309261
1723621881,23330,13.41268635
1723621881,23334,13.41311359
1723621884,23402,13.41275311
1723621884,23414,13.41272163
1723621885,23442,13.41304874
1723621887,23490,13.41717243
1723621889,23550,13.41503525
1723621890,23558,13.41381645
1723621891,23586,13.41309357
1723621892,23626,13.41225624
1723621893,23658,13.41580486
1723621894,23666,13.41636181
1723621894,23674,13.41666889
1723621895,23694,13.4151783
1723621896,23730,13.4173584
1723621897,23770,13.41547966
1723621898,23774,13.41422939
1723621899,23814,13.41293812
1723621900,23830,13.41192245
1723621900,23834,13.41275597
1723621903,23910,13.41243172
1723621904,23930,13.41406631
1723621904,23938,13.41245937
1723621904,23942,13.41290188
1723621904,23954,13.41307831
1723621906,23990,13.41300964
1723621909,24062,13.41328239
1723621912,24142,13.41266346
1723621912,24162,13.41428947
1723621914,24198,13.41820908
1723621915,24222,13.417202
1723621915,24226,13.41732502
1723621915,24230,13.41721153
1723621915,24242,13.41720676
1723621916,24254,13.4153738
1723621918,24310,13.41279316
1723621919,24342,13.41283226
1723621922,24410,13.4126091
1723621922,24414,13.41303635
1723621922,24430,13.41215134
1723621923,24450,13.41162109
1723621924,24478,13.41139317
1723621925,24514,13.41126537
1723621926,24522,13.41153812
1723621927,24562,13.41308212
1723621928,24586,13.41412449
1723621928,24594,13.41405106
1723621929,24618,13.41434479
1723621929,24626,13.41431999
1723621930,24634,13.41519833
1723621932,24682,13.4145298
1723621932,24690,13.41445923
1723621932,24698,13.41358662
1723621936,24790,13.41156197
1723621936,24806,13.41241837
1723621937,24826,13.41357613
1723621938,24838,13.41383076
1723621940,24902,13.41258907
1723621942,24942,13.41044044
1723621942,24946,13.4109869
1723621942,24954,13.41201878
1723621943,24978,13.41319847
1723621944,25002,13.41233635
1723621945,25030,13.41229248
1723621946,25050,13.40960312
1723621947,25078,13.40914631
1723621948,25102,13.4089489
1723621950,25154,13.4145813
1723621951,25182,13.41564655
1723621953,25258,13.41570377
1723621956,25338,13.41529369
1723621957,25350,13.41633034
1723621957,25366,13.41725826
1723621958,25370,13.41741562
1723621959,25398,13.41396523
1723621962,25466,13.41071701
1723621963,25510,13.41137695
1723621965,25554,13.41302299
1723621966,25582,13.41263962
1723621967,25606,13.41160011
1723621971,25702,13.41331291
1723621974,25794,13.4149828
1723621976,25830,13.41361809
1723621978,25890,13.41464424
1723621978,25894,13.41456604
1723621979,25922,13.41478157
1723621980,25938,13.41425896
1723621981,25990,13.41111469
1723621982,25994,13.41150475
1723621983,26034,13.4100666
1723621984,26050,13.4103384
1723621985,26082,13.41166496
1723621985,26086,13.41138554
1723621986,26102,13.41061783
1723621987,26138,13.4112463
1723621987,26142,13.41127968
1723621989,26182,13.41028118
1723621989,26186,13.41027069
1723621989,26190,13.41001129
1723621990,26222,13.41254807
1723621991,26238,13.41456223
1723621993,26302,13.41782284
1723621994,26334,13.4164772
1723621997,26398,13.41283703
1723621997,26414,13.41153145
1723621997,26422,13.4103632
1723621998,26426,13.41091824
1723621998,26438,13.40995502
1723622000,26474,13.41299629
1723622000,26478,13.41307831
1723622001,26514,13.41352844
1723622002,26526,13.41371059
1723622003,26566,13.41200352
1723622004,26586,13.4119606
1723622008,26698,13.41224003
1723622010,26730,13.41077328
1723622011,26766,13.40877247
1723622011,26774,13.40865135
1723622012,26790,13.40836716
1723622013,26814,13.41075134
1723622013,26826,13.41076279
1723622014,26854,13.41233349
1723622015,26866,13.41241646
1723622016,26886,13.41401863
1723622016,26898,13.41435719
1723622016,26902,13.41317844
1723622017,26930,13.41276264
1723622018,26946,13.4110918
1723622018,26962,13.40978432
1723622020,27002,13.40812778
1723622020,27006,13.40862274
1723622022,27054,13.4119091
1723622023,27070,13.41238117
1723622024,27098,13.4125185
1723622024,27114,13.41274929
1723622026,27158,13.41224766
1723622028,27206,13.41234779
1723622030,27270,13.41334724
1723622033,27354,13.41388702
1723622034,27370,13.41375256
1723622036,27430,13.41578197
1723622037,27462,13.41520309
1723622038,27486,13.41386223
1723622039,27502,13.41479969
1723622039,27518,13.41421986
1723622040,27550,13.41314888
1723622041,27574,13.41289616
1723622041,27578,13.41272163
1723622042,27582,13.41334152
1723622044,27646,13.41350269
1723622045,27674,13.41291904
1723622045,27682,13.41282654
1723622046,27706,13.41264629
1723622047,27738,13.4126749
1723622048,27750,13.4122963
1723622048,27766,13.41341782
1723622050,27806,13.41313457
1723622051,27838,13.41342068
1723622052,27850,13.41448879
1723622054,27906,13.41430473
1723622054,27922,13.41422844
1723622055,27954,13.41302109
1723622056,27966,13.41319847
1723622057,27990,13.41221333
1723622059,28058,13.41437435
1723622060,28062,13.41417122
1723622060,28070,13.4159832
1723622063,28142,13.4136095
1723622063,28158,13.41418362
1723622064,28170,13.41390705
1723622066,28230,13.41505241
1723622066,28242,13.41451454
1723622067,28258,13.41473484
1723622068,28286,13.41182137
1723622070,28338,13.41231537
1723622071,28362,13.41160679
1723622073,28418,13.41274643
1723622075,28466,13.41223621
1723622076,28494,13.41283607
1723622077,28526,13.41221046
1723622078,28558,13.41283321
1723622078,28562,13.41333675
1723622079,28582,13.4132185
1723622080,28598,13.41344929
1723622082,28650,13.41362381
1723622082,28666,13.41329861
1723622084,28722,13.41068363
1723622086,28770,13.41120815
1723622086,28774,13.41119957
1723622087,28802,13.41188908
1723622089,28834,13.41247845
1723622089,28858,13.41195202
1723622090,28882,13.41309834
1723622091,28910,13.41351128
1723622092,28918,13.41384506
1723622093,28954,13.4129467
1723622093,28962,13.41396904
1723622094,28966,13.41358376
1723622097,29042,13.41333771
1723622097,29054,13.41317654
1723622098,29090,13.41193104
1723622100,29142,13.41329575
1723622102,29186,13.41461754
1723622102,29198,13.41527462
1723622104,29238,13.41569138
1723622107,29302,13.41440296
1723622109,29346,13.41295242
1723622109,29358,13.41279984
1723622111,29418,13.41381454
1723622113,29450,13.41300774
1723622113,29458,13.41283131
1723622113,29462,13.41317272
1723622114,29482,13.41406631
1723622114,29486,13.41479015
1723622115,29506,13.41489124
1723622115,29514,13.4152956
1723622115,29530,13.41435719
1723622116,29534,13.41434383
1723622116,29538,13.41424847
1723622118,29598,13.41334438
1723622119,29626,13.41320324
1723622120,29630,13.41370201
1723622120,29646,13.4150486
1723622120,29654,13.41486454
1723622122,29690,13.41439629
1723622123,29706,13.41452694
1723622123,29718,13.41519833
1723622127,29822,13.41270351
1723622127,29826,13.41263103
1723622128,29862,13.41141796
1723622129,29874,13.41176987
1723622129,29890,13.41225719
1723622130,29902,13.4125433
1723622131,29942,13.41472816
1723622132,29946,13.41541672
1723622132,29950,13.41577625
1723622132,29954,13.41621208
1723622133,29974,13.41796207
1723622133,29998,13.41788387
